Operado;Operación;Especie;Cantidad;Precio;Importe;mep;Precio_usd;Inversion_usd;Ticker;Empresa;Ratio;tipo
2024-11-15;CPRA;CEDEAR INVESCO QQQ TRUST;4.0;28328.62;-113314.48;1096.02;25.85;103.4;QQQ;INVESCO QQQ TRUST;20.0;accion
2024-11-15;VTAS;BONOS REP. ARG. U$S STEP UP V.09/07/30;-570.0;79380.51;452468.89;1096.02;72.43;-41285.1;;;;bonos
2024-11-15;CPU$;BONOS REP. ARG. U$S STEP UP V.09/07/30;570.0;;-675.58;1096.02;;;;;;bonos
2024-11-14;CPRA;BONO TESORO NACIONAL V31/03/26 $ CG;86263.0;131.76;-113660.55;1105.75;0.12;10351.56;;;;bonos
2024-11-14;CPRA;BONTES $ A DESC AJ CER V15/12/27;79916.0;142.227;-113662.29;1105.75;0.13;10389.08;;;;bonos
2024-11-13;CPRA;BONTES $ A DESC AJ CER V15/12/25;28000.0;168.069;-47059.18;1121.11;0.15;4200.0;;;;bonos
2024-11-13;VTAS;BONO TESORO $ AJ. CER 4,25% V.14/02/25;-7100.0;607.227;43113.11;1121.11;0.54;-3834.0;;;;bonos
2024-11-12;CPRA;BONTES $ A DESC AJ CER V15/12/27;74000.0;138.471;-102468.69;1124.4;0.12;8880.0;;;;bonos
2024-11-12;VTU$;BOPREAL S.3 VTO31/05/26 U$S CG;-100.0;;-153.75;1124.4;;;;;;bonos
2024-11-12;VTAS;BOPREAL S.3 VTO31/05/26 U$S CG;-200.0;106119.94;212239.87;1124.4;94.38;-18876.0;;;;bonos
2024-11-12;CPRA;BONO DEL TESORO BONCER 2% $ 2026;4000.0;1612.58;-64503.04;1124.4;1.43;5720.0;;;;bonos
2024-11-12;CPRA;BONO REP ARG AJ CER V30/06/28 $ CG;30000.0;179.286;-53785.92;1124.4;0.16;4800.0;;;;bonos
2024-11-12;DIV;BONO REP ARG. AJUST 1.80% V.09/11/25 $CG;;;1415.29;1124.4;;;;;;bonos
2024-11-12;DIV;BONO DEL TESORO BONCER 2% $ 2026;;;16470.85;1124.4;;;;;;bonos
2024-11-11;CPU$;BONOS REP. ARG. U$S STEP UP V.09/07/30;280.0;;-321.85;1131.23;;;;;;bonos
2024-11-11;CPRA;BONOS DEL TESORO BONCER 2.25% $ 2028;19400.0;1541.46;-299043.71;1131.23;1.36;26384.0;;;;bonos
2024-11-11;CPRA;BONOS REP ARG A LA PAR $ STEP UP 2038;280.0;20292.41;-56818.76;1131.23;17.94;5023.2;;;;bonos
2024-11-11;VTAS;BONOS REP. ARG. U$S STEP UP V.09/07/30;-654.0;79595.23;520552.78;1131.23;70.36;-46015.44;;;;bonos
2024-11-11;CPRA;BONOS REP ARG C/DESCUENTO $ 5,83% 2033;150.0;37159.37;-55739.05;1131.23;32.85;4927.5;;;;bonos
2024-11-11;CPRA;BCO PATAGONIA ACC CL B;70.0;2080.78;-145654.24;1131.23;1.84;128.8;;;;bonos
2024-11-08;VTAS;CEDEAR SONY CORPORATION;-90.0;2862.01;257581.15;1130.2;2.53;-227.7;SONY;Sony Group Corporation;8.0;accion
2024-11-08;CPRA;BONTES $ A DESC AJ CER V15/12/25;93000.0;162.76;-151366.8;1130.2;0.14;13020.0;;;;bonos
2024-11-08;VTAS;BONO REP ARG. AJUST 1.80% V.09/11/25 $CG;-15000.0;1000.9;150134.4;1130.2;0.89;-13350.0;;;;bonos
2024-11-07;CPRA;BONO REP ARG AJ CER V30/06/28 $ CG;34000.0;170.873;-58096.81;1135.99;0.15;5100.0;;;;bonos
2024-11-07;CPRA;CEDEAR MERC.LIB.;13.0;17523.63;-227807.23;1135.99;15.43;200.59;MELI;Mercadolibre Inc.;120.0;accion
2024-11-07;VTAS;BONOS REP. ARG. U$S STEP UP V.09/07/30;-290.0;79532.55;230644.38;1135.99;70.01;-20302.9;;;;bonos
2024-11-07;CPU$;BONOS REP. ARG. U$S STEP UP V.09/07/30;290.0;;-363.4;1135.99;;;;;;bonos
2024-11-07;CPRA;BONO REP ARG AJ CER V30/06/27 $ CG;30000.0;189.302;-56790.72;1135.99;0.17;5100.0;;;;bonos
2024-11-07;VTAS;CEDEAR TESLA, INC.;-5.0;23135.43;115677.17;1135.99;20.37;-101.85;TSLA;Tesla, Inc.;15.0;accion
2024-11-06;CPRA;"FERRUM S.A. ""B""";860.0;148.412;-127634.22;1145.69;0.13;111.8;;;;bonos
2024-11-06;CPRA;CEDEAR BIOCERES CROP SOLUTIONS CORP;20.0;7731.46;-154629.14;1145.69;6.75;135.0;BIOX;Bioceres Crop Solutions Corp.;1.0;accion
2024-11-06;CPRA;CEDEAR MICROSOFT CORP.;5.0;16270.15;-81350.77;1145.69;14.2;71.0;MSFT;Microsoft Corp.;30.0;accion
2024-11-06;CPRA;CEDEAR HARLEY;21.0;12935.9;-271653.91;1145.69;11.29;237.09;HOG;Harley-Davidson Inc.;3.0;accion
2024-11-06;CPRA;BONOS REP ARG A LA PAR $ STEP UP 2038;600.0;18654.8;-111928.81;1145.69;16.28;9768.0;;;;bonos
2024-11-06;VTAS;CEDEAR BANK OF AMERICA;-56.0;12963.82;725973.98;1145.69;11.32;-633.92;BA.C;Bank Of America Corporation;4.0;accion
2024-11-06;CPRA;CEDEAR BUNGE LIMITED;11.0;20105.8;-221163.8;1145.69;17.55;193.05;BNG;Bunge Limited;5.0;accion
2024-11-04;DIV;CEDEAR INVESCO QQQ TRUST;;;;1151.54;;;QQQ;INVESCO QQQ TRUST;20.0;accion
2024-11-01;RTA;BOPREAL S. 1 D VTO31/10/27 U$S CG;;;;1146.17;;;;;;bonos
2024-10-31;CPRA;CEDEAR MICROSOFT CORP.;7.0;15768.76;-110381.34;1131.46;13.94;97.58;MSFT;Microsoft Corp.;30.0;accion
2024-10-31;CPU$;BONOS REP. ARG. U$S STEP UP V.09/07/41;400.0;;-346.08;1131.46;;;;;;bonos
2024-10-31;CPU$;BONO REP ARGENTINA USD 1% 2029;420.0;;-483.58;1131.46;;;;;;bonos
2024-10-31;PAGO;;;;-60000.0;1131.46;;;;;;bonos
2024-10-30;CPRA;CEDEAR MICROSOFT CORP.;4.0;16846.76;-67387.02;1138.32;14.8;59.2;MSFT;Microsoft Corp.;30.0;accion
2024-10-30;CPRA;CEDEAR NIKE INC;14.0;7430.62;-104028.71;1138.32;6.53;91.42;NKE;Nike Inc.;12.0;accion
2024-10-30;CPRA;CEDEAR ADVANCED MICRO DEVICES, INC.;14.0;17398.29;-243575.99;1138.32;15.28;213.92;AMD;Advanced Micro Devices, Inc.;10.0;accion
2024-10-30;VTAS;TRANSPORTADORA DE GAS DEL NORTE;-90.0;3290.82;296173.45;1138.32;2.89;-260.1;;;;bonos
2024-10-29;DIV;CEDEAR COCA-COLA;;;;1138.18;;;KO;The Coca Cola Company;5.0;accion
2024-10-28;VTAS;BANCO BBVA ARG ESC S 1 V.;-100.0;5285.25;528525.01;1134.18;4.66;-466.0;;;;bonos
2024-10-24;CPRA;BONO TESORO $ AJ. CER 4,25% V.14/02/25;14200.0;581.829;-82619.78;1160.0;0.5;7100.0;;;;bonos
2024-10-24;CPRA;TRANSPORTADORA DE GAS DEL NORTE;45.0;3028.41;-136278.21;1160.0;2.61;117.45;;;;bonos
2024-10-23;VTAS;CEDEAR NU HOLDINGS LTD/CAYMAN;-14.0;8715.68;122019.47;1161.99;7.5;-105.0;UN;NU Holdings Ltd/Cayman Islands;2.0;accion
2024-10-22;CPRA;CONSULTATIO SA ORD 1 VOTO;119.0;2065.73;-245822.22;1161.97;1.78;211.82;;;;bonos
2024-10-22;CPRA;CAPEX S.A.1 VOTO ESC;43.0;5715.86;-245782.11;1161.97;4.92;211.56;;;;bonos
2024-10-22;CPRA;BANCO BBVA ARG ESC S 1 V.;100.0;4652.91;-465291.31;1161.97;4.0;400.0;;;;bonos
2024-10-22;VTAS;SOCIEDAD COMERCIAL DEL PLATA ORD.1V;-770.0;240.08;184861.59;1161.97;0.21;-161.7;;;;bonos
2024-10-22;VTAS;MIRGOR;-28.0;21539.89;603116.84;1161.97;18.54;-519.12;;;;bonos
2024-10-22;VTAS;CEDEAR PAN AMERICAN SILVER CORP;-19.0;10071.89;191365.94;1161.97;8.67;-164.73;PAAS;Pan American Silver Corp.;3.0;accion
2024-10-21;VTAS;CEDEAR PAN AMERICAN SILVER CORP;-7.0;9882.42;69176.93;1167.91;8.46;-59.22;PAAS;Pan American Silver Corp.;3.0;accion
2024-10-18;CPRA;CEDEAR BITFARMS LTD.;9.0;12334.23;-111008.08;1160.0;10.63;95.67;BITF;Bitfarms Ltd.;1.0;accion
2024-10-18;CPRA;CEDEAR BUNGE LIMITED;11.0;21584.9;-237433.94;1160.0;18.61;204.71;BNG;Bunge Limited;5.0;accion
2024-10-18;VTAS;BONO DEL TESORO BONCER 2% $ 2026;-400.0;1920.92;7683.69;1160.0;1.66;-664.0;;;;bonos
2024-10-18;VTAS;BONOS REP. ARG. U$S STEP UP V.09/07/30;-472.0;73981.57;349192.99;1160.0;63.78;-30104.16;;;;bonos
2024-10-18;CPU$;BONOS REP. ARG. U$S STEP UP V.09/07/30;472.0;;-483.23;1160.0;;;;;;bonos
2024-10-18;DIV;CEDEAR BANCO BRADESCO SA;;;;1160.0;;;BBD;Banco Bradesco S.A.;1.0;accion
2024-10-17;VTU$;BONO PCIA BS AS REGS NEW U$S 2037 B;-500.0;;-395.59;1160.0;;;;;;bonos
2024-10-17;VTU$;BONO PCIA BS AS REGS NEW U$S 2037;-800.0;;-693.3;1160.0;;;;;;bonos
2024-10-17;VTU$;BOPREAL S.3 VTO31/05/26 U$S CG;-100.0;;-145.59;1160.0;;;;;;bonos
2024-10-17;VTU$;BONO REP. ARGENTINA USD STEP UP 2038;-220.0;;-204.86;1160.0;;;;;;bonos
2024-10-17;VTU$;BONOS REP. ARG. U$S STEP UP V.09/07/30;-1400.0;;-1435.03;1160.0;;;;;;bonos
2024-10-17;VTU$;BONO REP. ARGENTINA USD STEP UP 2030;-212.0;;-210.72;1160.0;;;;;;bonos
2024-10-17;DIV;CEDEAR U.S.BANCO;;;;1160.0;;;USB;U.S. Bancorp;5.0;accion
2024-10-16;DIV;CEDEAR BANCO BRADESCO SA;;;;1159.89;;;BBD;Banco Bradesco S.A.;1.0;accion
2024-10-15;CPRA;BONOS REP ARG CUASI PAR $ 3,31% 2045;500.0;20062.05;-100310.25;1139.91;17.6;8800.0;;;;bonos
2024-10-15;CPRA;BONOS REP ARG A LA PAR $ STEP UP 2038;620.0;16130.77;-100010.77;1139.91;14.15;8773.0;;;;bonos
2024-10-15;VTAS;BANCO MACRO S.A. B 1 V. ESCRIT;-24.0;8765.54;210372.9;1139.91;7.69;-184.56;;;;bonos
2024-10-15;CPRA;CEDEAR UNITEDHEALTH GROUP INC;6.0;20126.69;-120760.15;1139.91;17.66;105.96;UNH;UnitedHealth Group Inc.;33.0;accion
2024-10-15;CPU$;BONOS REP. ARG. U$S STEP UP V.09/07/30;158.0;;-164.71;1139.91;;;;;;bonos
2024-10-15;VTAS;BONO REP. ARGENTINA USD STEP UP 2030;-158.0;72284.16;114208.97;1139.91;63.41;-10018.78;;;;bonos
2024-10-14;DIV;CEDEAR PETROLEO BRASILEIRO S.A. (PBR);;;;1143.88;;;PBR;Petrobras (ADR);1.0;accion
2024-10-14;DIV;CEDEAR PETROLEO BRASILEIRO S.A. (PBR);;;;1143.88;;;PBR;Petrobras (ADR);1.0;accion
2024-10-14;DIV;CEDEAR NIKE INC;;;;1143.88;;;NKE;Nike Inc.;12.0;accion
2024-10-08;VTU$;LT P NEUQUEN D1739/23 S1 CL1 V19/04/26;-100.0;;-157.08;1169.54;;;;;;bonos
2024-10-08;CPRA;BONOS REP ARG CUASI PAR $ 3,31% 2045;410.0;20182.24;-82747.18;1169.54;17.26;7076.6;;;;bonos
2024-10-08;CPRA;BONOS REP ARG A LA PAR $ STEP UP 2038;500.0;16426.24;-82131.2;1169.54;14.05;7025.0;;;;bonos
2024-10-08;VTAS;CEDEAR NVIDIA CORPORATION;-25.0;6671.38;166784.54;1169.54;5.7;-142.5;NVDA;Nvidia Corporation;24.0;accion
2024-10-04;CPRA;INVERSORA JURAMENTO SA;300.0;405.124;-121537.3;1187.52;0.34;102.0;;;;bonos
2024-10-04;CPRA;CEDEAR NU HOLDINGS LTD/CAYMAN;14.0;8062.38;-112873.26;1187.52;6.79;95.06;UN;NU Holdings Ltd/Cayman Islands;2.0;accion
2024-10-04;CPRA;BOLSAS Y MERCADOS ARG. $ ORD. (BYMA);230.0;314.874;-72420.99;1187.52;0.27;62.1;;;;bonos
2024-10-04;CPRA;Y.P.F. S.A.;7.0;27551.46;-192860.24;1187.52;23.2;162.4;;;;bonos
2024-10-04;CPRA;ACC.ORD. LOMA NEGRA S.A. 1 VOTO $ ESC.;50.0;2040.66;-102033.18;1187.52;1.72;86.0;;;;bonos
2024-10-04;VTAS;BONO REP. ARGENTINA USD STEP UP 2030;-830.0;70489.08;585059.4;1187.52;59.36;-49268.8;;;;bonos
2024-10-04;CPU$;BONOS REP. ARG. U$S STEP UP V.09/07/30;830.0;;-801.48;1187.52;;;;;;bonos
2024-10-02;CPRA;CEDEAR NIKE INC;6.0;8623.93;-51743.6;1207.51;7.14;42.84;NKE;Nike Inc.;12.0;accion
2024-10-02;DIV;TRANSPORTADORA DE GAS DEL NORTE;;;9079.39;1207.51;;;;;;bonos
2024-10-02;DIV;CEDEAR PEPSICO INC;;;;1207.51;;;PEP;Pepsico Inc;18.0;accion
2024-10-02;DECU;;;;-635.55;1207.51;;;;;;bonos
2024-10-01;VTAS;BONO DEL TESORO BONCER 2% $ 2026;-100.0;1902.45;1902.45;1220.07;1.56;-156.0;;;;bonos
2024-10-01;CPRA;CEDEAR MICROSOFT CORP.;3.0;17623.91;-52871.74;1220.07;14.44;43.32;MSFT;Microsoft Corp.;30.0;accion
2024-10-01;VTAS;BONO REP. ARGENTINA USD STEP UP 2030;-150.0;71136.0;106704.0;1220.07;58.3;-8745.0;;;;bonos
2024-10-01;CPU$;BONOS REP. ARG. U$S STEP UP V.09/07/30;150.0;;-142.15;1220.07;;;;;;bonos
2024-10-01;RTA;BONOS REP ARG A LA PAR $ STEP UP 2038;;;3626.29;1220.07;;;;;;bonos
2024-10-01;DIV;CEDEAR BANK OF AMERICA;;;;1220.07;;;BA.C;Bank Of America Corporation;4.0;accion
2024-09-30;DIV;CEDEAR QUALCOMM;;;;1215.03;;;QCOM;Qualcomm Inc.;11.0;accion
2024-09-27;CPRA;SOCIEDAD COMERCIAL DEL PLATA ORD.1V;770.0;264.233;-203459.66;1207.75;0.22;169.4;;;;bonos
2024-09-27;CPRA;BANCO MACRO S.A. B 1 V. ESCRIT;24.0;8197.75;-196746.02;1207.75;6.79;162.96;;;;bonos
2024-09-27;VTAS;Y.P.F. S.A.;-15.0;26625.69;399385.41;1207.75;22.05;-330.75;;;;bonos
2024-09-26;CPRA;BONO PCIA BS AS REGS NEW U$S 2037;13.0;57351.62;-7455.71;1210.95;47.36;615.68;;;;bonos
2024-09-26;CPRA;CEDEAR QUALCOMM;6.0;19495.77;-116974.64;1210.95;16.1;96.6;QCOM;Qualcomm Inc.;11.0;accion
2024-09-26;CPRA;Y.P.F. S.A.;6.0;27384.33;-164306.0;1210.95;22.61;135.66;;;;bonos
2024-09-26;VTAS;CEDEAR UNITED AIRLINES HOLDINGS INC;-20.0;14459.65;289192.93;1210.95;11.94;-238.8;UAL;United Airlines Holdings Inc.;5.0;accion
