Operado;Operación;Especie;Cantidad;Precio;Importe;mep;Precio_usd;Inversion_usd;Ticker;Empresa;Ratio;tipo
2025-12-09;DIV;MORIXE HNOS SACI;;;;1468.72;;;;;;bonos
2025-12-05;VTU$;BONOS REP. ARG. U$S STEP UP V.09/07/41;-364.0;;-600.06;1474.54;;;;;;bonos
2025-12-05;CPRA;BONOS REP. ARG. U$S STEP UP V.09/07/41;364.0;103455.26;-376577.16;1474.54;70.16;25538.24;;;;bonos
2025-12-05;CPRA;CEDEAR MICROSOFT CORP.;4.0;24228.49;-96913.97;1474.54;16.43;65.72;MSFT;Microsoft Corp.;30.0;accion
2025-12-05;VTAS;CEDEAR U.S.BANCO;-31.0;15452.51;479027.93;1474.54;10.48;-324.88;USB;U.S. Bancorp;5.0;accion
2025-12-03;DIV;CEDEAR PETROLEO BRASILEIRO S.A. (PBR);;;;1470.3;;;PBR;Petrobras (ADR);1.0;accion
2025-11-20;VTU$;BONO PCIA BS AS REGS NEW U$S 2037 B;-98.0;;-154.74;1452.76;;;;;;bonos
2025-11-20;CPRA;BONO PCIA BS AS REGS NEW U$S 2037 B;98.0;101542.21;-99511.37;1452.76;69.9;6850.2;;;;bonos
2025-11-20;VTAS;CEDEAR U.S.BANCO;-7.0;14065.88;98461.15;1452.76;9.68;-67.76;USB;U.S. Bancorp;5.0;accion
2025-11-20;VTAS;CEDEAR FIRST SOL;-8.0;21627.54;173020.28;1452.76;14.89;-119.12;FSLR;First Solar Inc.;18.0;accion
2025-11-20;VTU$;BONOS REP. ARG. U$S STEP UP V.09/07/41;-639.0;;-1034.5;1452.76;;;;;;bonos
2025-11-20;CPRA;BONOS REP. ARG. U$S STEP UP V.09/07/41;639.0;102724.1;-656406.98;1452.76;70.71;45183.69;;;;bonos
2025-11-20;VTAS;CEDEAR GOOGLE INC.;-62.0;7766.16;481501.94;1452.76;5.35;-331.7;GOOGL;Alphabet Inc.;58.0;accion
2025-11-14;DIV;CEDEAR APPLE INC;;;;1451.17;;;AAPL;Apple Inc.;20.0;accion
2025-11-13;DIV;CEDEAR BANCO BRADESCO SA;;;;1462.04;;;BBD;Banco Bradesco S.A.;1.0;accion
2025-11-12;DIV;CEDEAR BANCO BRADESCO SA;;;;1451.89;;;BBD;Banco Bradesco S.A.;1.0;accion
2025-11-11;VTU$;BONO PCIA BS AS REGS NEW U$S 2037 B;-400.0;;-644.59;1455.43;;;;;;bonos
2025-11-11;VTAS;CEDEAR VALE S.A.;-9.0;9043.06;81387.55;1455.43;6.21;-55.89;VALE;Vale S.A.;2.0;accion
2025-11-11;VTAS;CEDEAR BANCO BRADESCO SA;-40.0;5471.73;218869.05;1455.43;3.76;-150.4;BBD;Banco Bradesco S.A.;1.0;accion
2025-11-11;VTU$;BONOS REP. ARG. U$S STEP UP V.09/07/41;-608.0;;-984.13;1455.43;;;;;;bonos
2025-11-11;CPRA;BONOS REP. ARG. U$S STEP UP V.09/07/41;608.0;102163.2;-621152.26;1455.43;70.19;42675.52;;;;bonos
2025-11-11;VTAS;CEDEAR XP INC.;-32.0;7292.31;233353.91;1455.43;5.01;-160.32;XP;XP Inc;4.0;accion
2025-11-10;RTA;BONOS DEL TESORO BONCER 2.25% $ 2028;;;75373.84;1458.18;;;;;;bonos
2025-11-10;RTA;BONOS DEL TESORO BONCER 2.25% $ 2028;;;5935.69;1458.18;;;;;;bonos
2025-11-06;VTU$;BONOS REP. ARG. U$S STEP UP V.09/07/41;-650.0;;-1047.72;1480.23;;;;;;bonos
2025-11-04;CPRA;CEDEAR FACEBOOK, INC.;6.0;39755.98;-238535.86;1495.58;26.58;159.48;META;Meta Platforms Inc;24.0;accion
2025-11-04;VTAS;CEDEAR GOOGLE INC.;-34.0;7192.55;244546.76;1495.58;4.81;-163.54;GOOGL;Alphabet Inc.;58.0;accion
2025-11-03;DIV;CEDEAR INVESCO QQQ TRUST;;;;1500.47;;;QQQ;INVESCO QQQ TRUST;20.0;accion
2025-10-30;CPRA;CEDEAR FACEBOOK, INC.;4.0;41099.22;-164396.88;1470.6;27.95;111.8;META;Meta Platforms Inc;24.0;accion
2025-10-30;VTAS;BONOS REP ARG A LA PAR $ STEP UP 2038;-5.0;24461.8;1223.09;1470.6;16.63;-83.15;;;;bonos
2025-10-30;VTAS;MIRGOR;-0.4;20400.5;8160.2;1470.6;13.87;-5.55;;;;bonos
2025-10-30;VTAS;CEDEAR BANCO BRADESCO SA;-30.0;5032.79;150983.72;1470.6;3.42;-102.6;BBD;Banco Bradesco S.A.;1.0;accion
2025-10-17;CPRA;CEDEAR AMAZON.COM, INC;55.0;2249.43;-123718.68;1541.49;1.46;80.3;AMZN;Amazon.Com, Inc.;144.0;accion
2025-10-17;VTAS;CEDEAR AMERICAN AIRLINES GROUP INC.;-14.0;8983.21;125764.91;1541.49;5.83;-81.62;AAL;American Airlines Group Inc;2.0;accion
2025-10-16;DIV;CEDEAR OCCIDENTAL PETROLEUM CORP.;;;;1473.52;;;OXY;Occidental Petroleum Corp.;5.0;accion
2025-10-16;DIV;CEDEAR U.S.BANCO;;;;1473.52;;;USB;U.S. Bancorp;5.0;accion
2025-10-15;VTAS;BONOS DEL TESORO BONCER 2.25% $ 2028;-1000.0;1518.57;15185.66;1441.77;1.05;-1050.0;;;;bonos
2025-10-15;VTAS;BONOS REP. ARG. U$S 1% STEP UP V09/07/29;-100.0;90764.54;90764.54;1441.77;62.95;-6295.0;;;;bonos
2025-10-15;CPRA;CEDEAR MERC.LIB.;11.0;26123.07;-287353.72;1441.77;18.12;199.32;MELI;Mercadolibre Inc.;120.0;accion
2025-10-15;VTAS;CEDEAR OCCIDENTAL PETROLEUM CORP.;-15.0;12200.4;183006.04;1441.77;8.46;-126.9;OXY;Occidental Petroleum Corp.;5.0;accion
2025-10-14;CPRA;CEDEAR BERKSHIRE HATHAWAY INC.;12.0;33163.4;-397960.74;1454.99;22.79;273.48;BRKB;Berkshire Hathaway Inc.;22.0;accion
2025-10-14;CPRA;CEDEAR MASTERCARD INC.;17.0;25338.82;-430759.92;1454.99;17.42;296.14;MA;Mastercard Inc.;33.0;accion
2025-10-14;VTAS;CEDEAR TARGET CORPORATION;-65.0;5406.88;351447.43;1454.99;3.72;-241.8;TGT;Target Corporation;24.0;accion
2025-10-14;VTAS;CEDEAR BIOCERES CROP SOLUTIONS CORP;-40.0;2182.51;87300.23;1454.99;1.5;-60.0;BIOX;Bioceres Crop Solutions Corp.;1.0;accion
2025-10-14;VTAS;CEDEAR QUALCOMM;-17.0;21677.41;368516.03;1454.99;14.9;-253.3;QCOM;Qualcomm Inc.;11.0;accion
2025-10-13;DIV;CEDEAR SALESFORCE.COM, INC;;;;1409.92;;;CRM;Salesforce Inc.;18.0;accion
2025-10-13;DIV;CEDEAR BANCO BRADESCO SA;;;;1409.92;;;BBD;Banco Bradesco S.A.;1.0;accion
2025-10-02;DIV;CEDEAR PETROLEO BRASILEIRO S.A. (PBR);;;;1500.0;;;PBR;Petrobras (ADR);1.0;accion
2025-10-02;DIV;CEDEAR PETROLEO BRASILEIRO S.A. (PBR);;;;1500.0;;;PBR;Petrobras (ADR);1.0;accion
2025-10-02;DIV;CEDEAR NIKE INC;;;;1500.0;;;NKE;Nike Inc.;12.0;accion
2025-09-30;VTU$;BONO PCIA BS AS REGS NEW U$S 2037 B;-100.0;;-111.37;1494.02;;;;;;bonos
2025-09-30;VTU$;BONO PCIA BS AS REGS NEW U$S 2037;-889.0;;-1059.18;1494.02;;;;;;bonos
2025-09-30;VTU$;BONO REP. ARGENTINA USD STEP UP 2038;-1042.0;;-1187.2;1494.02;;;;;;bonos
2025-09-30;RTA;BONOS REP ARG A LA PAR $ STEP UP 2038;;;15643.14;1494.02;;;;;;bonos
2025-09-26;DIV;CEDEAR QUALCOMM;;;;1431.44;;;QCOM;Qualcomm Inc.;11.0;accion
2025-09-24;DIV;CEDEAR UNITEDHEALTH GROUP INC;;;;1369.47;;;UNH;UnitedHealth Group Inc.;33.0;accion
2025-09-23;VTU$;BONO REP. ARGENTINA USD STEP UP 2038;-340.0;;-449.57;1405.02;;;;;;bonos
2025-09-23;CPRA;BONO REP. ARGENTINA USD STEP UP 2038;340.0;79286.66;-269574.63;1405.02;56.43;19186.2;;;;bonos
2025-09-23;VTAS;CEDEAR FIRST SOL;-16.0;16665.52;266648.29;1405.02;11.86;-189.76;FSLR;First Solar Inc.;18.0;accion
2025-09-23;DIV;BOLSAS Y MERCADOS ARG. $ ORD. (BYMA);;;8291.85;1405.02;;;;;;bonos
2025-09-23;DECU;;;;-580.42;1405.02;;;;;;bonos
2025-09-17;VTU$;BONO REP. ARGENTINA USD STEP UP 2038;-910.0;;-1120.53;1486.47;;;;;;bonos
2025-09-17;CPRA;BONO REP. ARGENTINA USD STEP UP 2038;910.0;77313.5;-703552.88;1486.47;52.01;47329.1;;;;bonos
2025-09-17;VTAS;CEDEAR BITFARMS LTD.;-30.0;22699.41;680982.39;1486.47;15.27;-458.1;BITF;Bitfarms Ltd.;1.0;accion
2025-09-16;DIV;"MOLINOS R.L.P. ""B""";;;26313.81;1469.91;;;;;;bonos
2025-09-16;DIV;CEDEAR GOOGLE INC.;;;;1469.91;;;GOOGL;Alphabet Inc.;58.0;accion
2025-09-16;DECU;;;;-1841.96;1469.91;;;;;;bonos
2025-09-15;DIV;MIRGOR;;;44.44;1488.06;;;;;;bonos
2025-09-12;VTU$;BONO REP. ARGENTINA USD STEP UP 2038;-585.0;;-723.86;1468.46;;;;;;bonos
2025-09-12;CPRA;BONO REP. ARGENTINA USD STEP UP 2038;585.0;78545.47;-459491.02;1468.46;53.49;31291.65;;;;bonos
2025-09-12;VTAS;CEDEAR BITFARMS LTD.;-29.0;15947.43;462475.59;1468.46;10.86;-314.94;BITF;Bitfarms Ltd.;1.0;accion
2025-09-12;DIV;CEDEAR MICROSOFT CORP.;;;;1468.46;;;MSFT;Microsoft Corp.;30.0;accion
2025-09-11;VTU$;BONO REP. ARGENTINA USD STEP UP 2038;-315.0;;-414.7;1451.12;;;;;;bonos
2025-09-11;CPRA;BONO REP. ARGENTINA USD STEP UP 2038;315.0;82391.62;-259533.59;1451.12;56.78;17885.7;;;;bonos
2025-09-11;VTAS;CEDEAR MICRON TECHNOLOGY INC;-6.0;43284.47;259706.82;1451.12;29.83;-178.98;MU;Micron Technology Inc;5.0;accion
2025-09-11;DIV;CEDEAR VALE S.A.;;;;1451.12;;;VALE;Vale S.A.;2.0;accion
2025-09-10;DIV;CEDEAR BANCO BRADESCO SA;;;;1428.49;;;BBD;Banco Bradesco S.A.;1.0;accion
2025-09-08;NOCR;;;;4.68;1434.92;;;;;;bonos
2025-09-03;DIV;BONO PCIA BS AS REGS NEW U$S 2037 B;;;;1370.14;;;;;;bonos
2025-09-03;RTA;BONO PCIA BS AS REGS NEW U$S 2037;;;;1370.14;;;;;;bonos
2025-09-03;DIV;CEDEAR TARGET CORPORATION;;;;1370.14;;;TGT;Target Corporation;24.0;accion
2025-09-03;DIV;CEDEAR PFIZER INC;;;;1370.14;;;PFE;Pfizer Inc.;4.0;accion
2025-09-01;DIV;CEDEAR PETROLEO BRASILEIRO S.A. (PBR);;;;1376.49;;;PBR;Petrobras (ADR);1.0;accion
2025-08-29;VTU$;BONO REP. ARGENTINA USD STEP UP 2038;-270.0;;-371.29;1357.34;;;;;;bonos
2025-08-29;CPRA;BONO REP. ARGENTINA USD STEP UP 2038;270.0;84334.72;-227703.74;1357.34;62.13;16775.1;;;;bonos
2025-08-28;VTAS;CEDEAR SNOWFLAKE INC;-21.0;10721.38;225149.04;1344.05;7.98;-167.58;SNOW;Snowflake Inc.;30.0;accion
2025-08-19;DIV;CEDEAR APPLE INC;;;;1297.02;;;AAPL;Apple Inc.;20.0;accion
2025-08-13;CPRA;CEDEAR ADOBE SYSTEMS INCORPORATED;9.0;10603.15;-95428.35;1318.72;8.04;72.36;ADBE;Adobe Systems Incorporated;44.0;accion
2025-08-13;CPRA;CEDEAR SALESFORCE.COM, INC;10.0;17471.39;-174713.87;1318.72;13.25;132.5;CRM;Salesforce Inc.;18.0;accion
2025-08-13;VTAS;CEDEAR PFIZER INC;-33.0;8277.91;273170.88;1318.72;6.28;-207.24;PFE;Pfizer Inc.;4.0;accion
2025-08-13;DIV;CEDEAR BANCO BRADESCO SA;;;;1318.72;;;BBD;Banco Bradesco S.A.;1.0;accion
2025-08-12;VTU$;BONOS REP. ARG. U$S STEP UP V.09/07/41;-840.0;;-1107.05;1323.46;;;;;;bonos
2025-08-12;CPRA;BONOS REP. ARG. U$S STEP UP V.09/07/41;840.0;81930.88;-688219.39;1323.46;61.91;52004.4;;;;bonos
2025-08-12;VTAS;CEDEAR ADVANCED MICRO DEVICES, INC.;-30.0;23038.51;691155.23;1323.46;17.41;-522.3;AMD;Advanced Micro Devices, Inc.;10.0;accion
2025-08-12;DIV;CEDEAR BANCO BRADESCO SA;;;;1323.46;;;BBD;Banco Bradesco S.A.;1.0;accion
2025-08-04;DIV;CEDEAR INVESCO QQQ TRUST;;;;1356.15;;;QQQ;INVESCO QQQ TRUST;20.0;accion
2025-07-24;DIV;CEDEAR MICRON TECHNOLOGY INC;;;;1272.91;;;MU;Micron Technology Inc;5.0;accion
2025-07-17;DIV;CEDEAR OCCIDENTAL PETROLEUM CORP.;;;;1280.96;;;OXY;Occidental Petroleum Corp.;5.0;accion
2025-07-17;DIV;CEDEAR U.S.BANCO;;;;1280.96;;;USB;U.S. Bancorp;5.0;accion
2025-07-16;VTAS;CEDEAR PFIZER INC;-16.0;7848.1;125569.56;1269.99;6.18;-98.88;PFE;Pfizer Inc.;4.0;accion
2025-07-16;CPRA;CEDEAR SATELLOGIC INC;55.0;4620.28;-254115.25;1269.99;3.64;200.2;SATL;Satellogic Inc.;1.0;accion
2025-07-16;VTAS;BONO REP. ARGENTINA USD STEP UP 2038;-150.0;85173.5;127760.25;1269.99;67.07;-10060.5;;;;bonos
2025-07-16;CPU$;BONO REP. ARGENTINA USD STEP UP 2038;150.0;;-206.38;1269.99;;;;;;bonos
2025-07-16;RTA;MIRGOR;;;44.44;1269.99;;;;;;bonos
2025-07-14;CPRA;TERNIUM ARG S.A.ORDS. A 1 VOTO ESC;115.0;651.809;-74958.04;1295.84;0.5;57.5;;;;bonos
2025-07-14;CPRA;GRUPO CONCESIONARIO DEL OESTE B 1 V;102.0;731.029;-74564.95;1295.84;0.56;57.12;;;;bonos
2025-07-14;CPRA;BOLSAS Y MERCADOS ARG. $ ORD. (BYMA);400.0;192.534;-77013.73;1295.84;0.15;60.0;;;;bonos
2025-07-14;DIV;CEDEAR BANCO BRADESCO SA;;;;1295.84;;;BBD;Banco Bradesco S.A.;1.0;accion
2025-07-10;RTA;BONOS REP. ARG. U$S 1% STEP UP V09/07/29;;;;1267.87;;;;;;bonos
2025-07-10;RTA;BONOS REP. ARG. U$S STEP UP V.09/07/41;;;;1267.87;;;;;;bonos
2025-07-10;RTA;BONO REP. ARGENTINA USD STEP UP 2038;;;;1267.87;;;;;;bonos
2025-07-08;DIV;CEDEAR PETROLEO BRASILEIRO S.A. (PBR);;;;1259.09;;;PBR;Petrobras (ADR);1.0;accion
2025-07-04;VTAS;SOCIEDAD COMERCIAL DEL PLATA ORD.1V;-1450.0;119.915;173877.25;1246.92;0.1;-145.0;;;;bonos
2025-07-03;DIV;CEDEAR NIKE INC;;;;1238.37;;;NKE;Nike Inc.;12.0;accion
2025-06-30;RTA;BONOS REP ARG CUASI PAR $ 3,31% 2045;;;16092.9;1211.1;;;;;;bonos
2025-06-30;RTA;BONOS REP ARG C/DESCUENTO $ 5,83% 2033;;;30924.05;1211.1;;;;;;bonos
2025-06-30;DIV;CEDEAR QUALCOMM;;;;1211.1;;;QCOM;Qualcomm Inc.;11.0;accion
2025-06-27;CPRA;CEDEAR BITFARMS LTD.;35.0;4667.96;-163378.42;1197.54;3.9;136.5;BITF;Bitfarms Ltd.;1.0;accion
2025-06-27;CPRA;CEDEAR TARGET CORPORATION;30.0;5013.92;-150417.45;1197.54;4.19;125.7;TGT;Target Corporation;24.0;accion
2025-06-27;CPRA;CEDEAR ADOBE SYSTEMS INCORPORATED;9.0;10654.57;-95891.13;1197.54;8.9;80.1;ADBE;Adobe Systems Incorporated;44.0;accion
2025-06-27;CPRA;CEDEAR GOOGLE INC.;56.0;3579.94;-200476.38;1197.54;2.99;167.44;GOOGL;Alphabet Inc.;58.0;accion
2025-06-27;VTAS;CEDEAR HARLEY;-21.0;9443.64;198316.53;1197.54;7.89;-165.69;HOG;Harley-Davidson Inc.;3.0;accion
2025-06-26;DIV;CEDEAR UNITEDHEALTH GROUP INC;;;;1199.28;;;UNH;UnitedHealth Group Inc.;33.0;accion
2025-06-23;DIV;CEDEAR HARLEY;;;;1185.15;;;HOG;Harley-Davidson Inc.;3.0;accion
2025-06-19;DIV;CEDEAR GOOGLE INC.;;;;1174.03;;;GOOGL;Alphabet Inc.;58.0;accion
2025-06-18;DIV;CEDEAR PFIZER INC;;;;1167.07;;;PFE;Pfizer Inc.;4.0;accion
2025-06-17;DIV;CEDEAR MICROSOFT CORP.;;;;1190.37;;;MSFT;Microsoft Corp.;30.0;accion
2025-06-12;DIV;CEDEAR BANCO BRADESCO SA;;;;1186.51;;;BBD;Banco Bradesco S.A.;1.0;accion
2025-06-05;VTAS;CEDEAR TESLA, INC.;-18.0;22711.62;408809.1;1192.38;19.05;-342.9;TSLA;Tesla, Inc.;15.0;accion
2025-06-04;DIV;CEDEAR TARGET CORPORATION;;;;1193.22;;;TGT;Target Corporation;24.0;accion
2025-06-02;DIV;CEDEAR PETROLEO BRASILEIRO S.A. (PBR);;;;1183.78;;;PBR;Petrobras (ADR);1.0;accion
2025-05-28;DIV;HAVANNA HOLDING ACC.ORD;;;6914.14;1164.8;;;;;;bonos
2025-05-28;DECU;;;;-601.27;1164.8;;;;;;bonos
2025-05-27;DIV;BOLSAS Y MERCADOS ARG. $ ORD. (BYMA);;;;1161.3;;;;;;bonos
2025-05-21;CPRA;"MOLINOS R.L.P. ""B""";13.0;3760.44;-48885.68;1148.8;3.27;42.51;;;;bonos
2025-05-21;CPRA;MORIXE HNOS SACI;1100.0;265.737;-292311.24;1148.8;0.23;253.0;;;;bonos
2025-05-21;VTAS;CEDEAR NU HOLDINGS LTD/CAYMAN;-15.0;7040.35;105605.28;1148.8;6.13;-91.95;UN;NU Holdings Ltd/Cayman Islands;2.0;accion
2025-05-20;VTAS;TRANSENER S.A. ESCRIT. B 1 VOTO;-45.0;2747.33;123629.98;1153.33;2.38;-107.1;;;;bonos
2025-05-20;CPRA;GRUPO CONCESIONARIO DEL OESTE B 1 V;250.0;882.449;-220612.26;1153.33;0.77;192.5;;;;bonos
2025-05-20;VTAS;ACC.ORD. LOMA NEGRA S.A. 1 VOTO $ ESC.;-110.0;3056.47;336211.71;1153.33;2.65;-291.5;;;;bonos
2025-05-19;DIV;MIRGOR;;;44.44;1148.77;;;;;;bonos
2025-05-19;DIV;CEDEAR APPLE INC;;;;1148.77;;;AAPL;Apple Inc.;20.0;accion
2025-05-19;DIV;CEDEAR BANCO BRADESCO SA;;;;1148.77;;;BBD;Banco Bradesco S.A.;1.0;accion
2025-05-15;CPRA;BONOS REP. ARG. U$S STEP UP V.09/07/41;415.0;73817.92;-306344.37;;;;;;;bonos
2025-05-15;VTU$;BONO REP ARGENTINA USD 1% 2029;-420.0;;-563.37;;;;;;;bonos
2025-05-15;VTAS;BONO REP ARGENTINA USD 1% 2029;-360.0;83446.27;300406.58;;;;;;;bonos
2025-05-15;CPRA;CEDEAR UNITEDHEALTH GROUP INC;12.0;9045.1;-108541.23;;;;UNH;UnitedHealth Group Inc.;33.0;accion
2025-05-15;VTAS;BONO REP. ARGENTINA USD STEP UP 2038;-140.0;81399.56;113959.38;;;;;;;bonos
2025-05-15;CPU$;BONO REP. ARGENTINA USD STEP UP 2038;560.0;;-733.49;;;;;;;bonos
2025-05-15;DIV;SOCIEDAD COMERCIAL DEL PLATA ORD.1V;;;1022.75;;;;;;;bonos
2025-05-15;DECU;;;;-71.59;;;;;;;bonos
2025-05-14;CPRA;ALUAR ALUMINIO ARG.ORD 1 V;120.0;691.92;-83030.43;;;;;;;bonos
2025-05-14;VTAS;ON GMCTR CL.37 V28/8/28 U$S;-141.0;37939.2;53494.27;;;;;;;bonos
2025-05-14;VTAS;ON GMCTR CL.36 V.28/8/27 U$S;-262.0;37939.2;99400.7;;;;;;;bonos
2025-05-14;CPRA;ON GM/CTR REGS 9,625% V.01/12/2027;2215.0;30951.7;-685580.18;;;;;;;bonos
2025-05-14;VTAS;ON ALBANESI ENERG. CL.16 V28/08/27 U$S;-1402.0;37939.2;531907.58;;;;;;;bonos
2025-05-14;DIV;CEDEAR BANCO BRADESCO SA;;;;;;;BBD;Banco Bradesco S.A.;1.0;accion
2025-05-13;CPRA;ON GM/CTR REGS 9,625% V.01/12/2027;356.0;34695.87;-123517.31;1140.92;30.41;10825.96;;;;bonos
2025-05-13;VTAS;ON ALBANESI ENERG. CL.16 V28/08/27 U$S;-310.0;39945.98;123832.55;1140.92;35.01;-10853.1;;;;bonos
2025-05-12;DIV;BONOS DEL TESORO BONCER 2.25% $ 2028;;;74972.31;1141.2;;;;;;bonos
2025-05-08;CPRA;CEDEAR PETROLEO BRASILEIRO S.A. (PBR);9.0;13587.71;-122289.39;1143.32;11.88;106.92;PBR;Petrobras (ADR);1.0;accion
2025-05-07;CPRA;CEDEAR GOOGLE INC.;70.0;3033.42;-212339.31;1156.07;2.62;183.4;GOOGL;Alphabet Inc.;58.0;accion
2025-05-06;CPRA;SOCIEDAD COMERCIAL DEL PLATA ORD.1V;1450.0;137.883;-199929.86;1199.61;0.11;159.5;;;;bonos
2025-05-06;CPRA;HAVANNA HOLDING ACC.ORD;16.0;6367.67;-101882.75;1199.61;5.31;84.96;;;;bonos
2025-05-06;CPRA;CEDEAR APPLE INC;16.0;12158.74;-194539.9;1199.61;10.14;162.24;AAPL;Apple Inc.;20.0;accion
2025-05-06;VTAS;CEDEAR AMBEV S.A.;-31.0;9014.84;279460.09;1199.61;7.51;-232.81;ABEV;Ambev S.A.;1.0;accion
2025-05-06;VTAS;CEDEAR STONECO LTD;-103.0;5434.83;559787.76;1199.61;4.53;-466.59;STNE;StoneCo Ltd;3.0;accion
2025-05-06;DIV;CEDEAR INVESCO QQQ TRUST;;;;1199.61;;;QQQ;INVESCO QQQ TRUST;20.0;accion
2025-04-25;CPRA;BONO PCIA BS AS REGS NEW U$S 2037 B;318.0;70612.8;-224548.71;1184.24;59.63;18962.34;;;;bonos
2025-04-25;VTAS;BONO REP. ARGENTINA USD STEP UP 2038;-266.0;83895.55;223162.17;1184.24;70.84;-18843.44;;;;bonos
2025-04-24;CPRA;ALUAR ALUMINIO ARG.ORD 1 V;155.0;705.959;-109423.69;1186.53;0.59;91.45;;;;bonos
2025-04-24;VTAS;TRANSENER S.A. ESCRIT. B 1 VOTO;-45.0;2333.49;105006.95;1186.53;1.97;-88.65;;;;bonos
2025-04-23;CPRA;CEDEAR UNITEDHEALTH GROUP INC;26.0;15543.14;-404121.55;1168.0;13.31;346.06;UNH;UnitedHealth Group Inc.;33.0;accion
2025-04-23;VTAS;CEDEAR BUNGE LIMITED;-22.0;18548.24;408061.2;1168.0;15.88;-349.36;BNG;Bunge Limited;5.0;accion
2025-04-21;CPRA;BONOS REP. ARG. U$S STEP UP V.09/07/41;482.0;68639.65;-330843.1;1122.08;61.17;29483.94;;;;bonos
2025-04-21;VTAS;BONO REP. ARGENTINA USD STEP UP 2038;-437.0;75599.92;330371.66;1122.08;67.37;-29440.69;;;;bonos
2025-04-21;DIV;CEDEAR OCCIDENTAL PETROLEUM CORP.;;;;1122.08;;;OXY;Occidental Petroleum Corp.;5.0;accion
2025-04-21;DIV;CEDEAR U.S.BANCO;;;;1122.08;;;USB;U.S. Bancorp;5.0;accion
2025-04-16;DIV;BOLSAS Y MERCADOS ARG. $ ORD. (BYMA);;;;1165.93;;;;;;bonos
2025-04-16;DIV;CEDEAR AMBEV S.A.;;;;1165.93;;;ABEV;Ambev S.A.;1.0;accion
2025-04-16;DIV;CEDEAR BANCO BRADESCO SA;;;;1165.93;;;BBD;Banco Bradesco S.A.;1.0;accion
2025-04-09;CPRA;ON ALBANESI ENERG. CL.16 V28/08/27 U$S;32.0;61107.59;-19554.43;1341.72;45.54;1457.28;;;;bonos
2025-04-07;CPRA;CEDEAR APPLE INC;20.0;13036.18;-260723.58;1370.35;9.51;190.2;AAPL;Apple Inc.;20.0;accion
2025-04-07;VTAS;BONO DEL TESORO BONCER 2% $ 2026;-14650.0;1854.54;271689.91;1370.35;1.35;-19777.5;;;;bonos
2025-04-07;DIV;CEDEAR PETROLEO BRASILEIRO S.A. (PBR);;;;1370.35;;;PBR;Petrobras (ADR);1.0;accion
2025-04-07;DIV;CEDEAR PETROLEO BRASILEIRO S.A. (PBR);;;;1370.35;;;PBR;Petrobras (ADR);1.0;accion
2025-04-04;CPRA;CEDEAR MICRON TECHNOLOGY INC;6.0;17398.29;-104389.71;1340.44;12.98;77.88;MU;Micron Technology Inc;5.0;accion
2025-04-04;CPRA;Y.P.F. S.A.;4.0;40286.81;-161147.23;1340.44;30.05;120.2;;;;bonos
2025-04-04;VTAS;CEDEAR UNITEDHEALTH GROUP INC;-13.0;21215.79;275805.29;1340.44;15.83;-205.79;UNH;UnitedHealth Group Inc.;33.0;accion
2025-04-04;DIV;CEDEAR NIKE INC;;;;1340.44;;;NKE;Nike Inc.;12.0;accion
2025-04-03;CPRA;BONO REP. ARGENTINA USD STEP UP 2038;180.0;84785.44;-152613.8;1319.42;64.26;11566.8;;;;bonos
2025-04-03;VTU$;BONO REP. ARGENTINA USD STEP UP 2038;-180.0;;-202.12;1319.42;;;;;;bonos
2025-04-03;COBR;;;;136430.0;1319.42;;;;;;bonos
2025-04-01;RESC;BONOS REP ARG A LA PAR $ STEP UP 2038;;;13617.83;1314.47;;;;;;bonos
2025-03-31;CPRA;BONO REP. ARGENTINA USD STEP UP 2038;330.0;85726.94;-282898.91;1313.97;65.24;21529.2;;;;bonos
2025-03-31;VTU$;BONO REP. ARGENTINA USD STEP UP 2038;-330.0;;-375.3;1313.97;;;;;;bonos
2025-03-31;COBR;;;;157422.0;1313.97;;;;;;bonos
2025-03-31;DIV;CEDEAR QUALCOMM;;;;1313.97;;;QCOM;Qualcomm Inc.;11.0;accion
2025-03-27;COBR;;;;29950.0;1292.29;;;;;;bonos
2025-03-26;CPRA;BONO REP. ARGENTINA USD STEP UP 2038;1100.0;86408.03;-950488.36;1295.63;66.69;73359.0;;;;bonos
2025-03-26;VTAS;BONOS REP. ARG. U$S STEP UP V.09/07/30;-1136.0;84474.62;959631.73;1295.63;65.2;-74067.2;;;;bonos
2025-03-26;CPRA;CEDEAR AMAZON.COM, INC;100.0;1825.07;-182506.51;1295.63;1.41;141.0;AMZN;Amazon.Com, Inc.;144.0;accion
2025-03-26;CPRA;CEDEAR GOOGLE INC.;53.0;3745.39;-198505.9;1295.63;2.89;153.17;GOOGL;Alphabet Inc.;58.0;accion
2025-03-26;DIV;CEDEAR VALE S.A.;;;;1295.63;;;VALE;Vale S.A.;2.0;accion
2025-03-26;DIV;CEDEAR VALE S.A.;;;;1295.63;;;VALE;Vale S.A.;2.0;accion
2025-03-25;CPRA;CEDEAR FIRST SOL;32.0;9345.94;-299070.0;1294.3;7.22;231.04;FSLR;First Solar Inc.;18.0;accion
2025-03-25;VTAS;CEDEAR PROSHARES SHORT S&P500;-28.0;6990.49;195733.76;1294.3;5.4;-151.2;SH;PROSHARES SHORT S&P500;8.0;accion
2025-03-25;COBR;;;;81861.0;1294.3;;;;;;bonos
